from_ba_id,from_gf_id,to_ba_id,to_gf_id
e7f1d46b-a613-40fe-968f-8fddc7c13c98,,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,
ea0721ea-3c12-42bf-970b-a364016bb5df,,132ae52b-0cc6-4877-93ca-becbc612ea64,
ea24a5b8-a64a-4ee2-8eeb-4afd2254db86,,09226989-50e7-4c40-bd36-5bcef32ee7a1,
ec59b5b8-479e-403c-b1cf-e24e36c86fdf,,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,
ec8b8237-d03f-4373-a92b-3c0cfc903711,,09226989-50e7-4c40-bd36-5bcef32ee7a1,
ed69cfb2-51f1-4e58-943f-868c86144f8f,,c91dee81-7cb4-410b-bfce-52d98b67732f,
f05b022a-7158-42b9-a592-82418a7a8578,,09226989-50e7-4c40-bd36-5bcef32ee7a1,
f0f8c511-69b9-4bc6-9d54-af9dec4e82bf,cf2deca6-53b8-4096-916f-32c2c71d14bf,09226989-50e7-4c40-bd36-5bcef32ee7a1,
f1c37a46-327b-4bc7-b2c1-8c1d26b14da8,,09226989-50e7-4c40-bd36-5bcef32ee7a1,
f200ecbf-46fa-4b19-b8c4-b91028460a5d,,e1272775-11a6-4f60-9054-956567a961df,
f2025774-f694-4c15-8725-c4dcbdb01cf4,,9cd8176f-b5b4-474e-87bc-f2744338fe00,
f6f6d632-4bdf-4755-97a6-b2cb3d2d69f8,,5f1f7956-bc21-4bfd-a409-9740e614b2ac,
f7159ae5-d627-4b4f-87a6-521fc36119e0,,09226989-50e7-4c40-bd36-5bcef32ee7a1,
